MUNICIPIO,LEITOS_EXISTENTES,LATITUDE,LONGITUDE
FLORES DA CUNHA,205,-29.030129,-51.1833349
FLORES DE GOIAS,28,-14.4580291,-47.0395396
FLORES DO PIAUI,8,-7.7917152,-42.9236162
FLORESTA,396,-23.6144046,-52.0819003
FLORESTA DO ARAGUAIA,96,-7.5597065,-49.7032829
FLORESTOPOLIS,88,-22.8663942,-51.3905121
FLORIANO,1092,-6.7675739,-43.022261
FLORIANOPOLIS,8528,-27.5973002,-48.5496098
FLORIDA PAULISTA,188,-21.614061,-51.1729548
FONTE BOA,264,-2.5467059499999998,-66.915259025
FORMIGA,524,-20.4648425,-45.4266753
FORMIGUEIRO,80,-29.9982245,-53.5029931
FORMOSA,684,-15.5492443,-47.3301212
FORMOSA DA SERRA NEGRA,52,-6.4437601,-46.1905789
FORMOSA DO OESTE,180,-24.2966562,-53.312801
FORMOSA DO RIO PRETO,124,-11.0414544,-45.1903983
FORMOSO,140,-14.9513078,-46.234247
FORMOSO DO ARAGUAIA,84,-11.8059989,-49.5257153
FORTALEZA,38141,-3.7304512,-38.5217989
FORTALEZA DOS NOGUEIRAS,128,-6.9643779,-46.1703933
FORTALEZA DOS VALOS,96,-28.7959241,-53.2246622
FORTIM,68,-4.451256,-37.798056
FORTUNA,88,-5.7331469,-44.154276
FOZ DO IGUACU,2208,-25.5304023,-54.5830692
FRAIBURGO,208,-27.023288,-50.919978
FRANCA,2576,-20.5381768,-47.4009795
FRANCINOPOLIS,36,-6.3962771,-42.2635654
FRANCISCO AYRES,16,-6.6217571,-42.6941944
FRANCISCO BADARO,44,-16.9917524,-42.350899
FRANCISCO BELTRAO,1348,-26.0790979,-53.0533527
FRANCISCO MORATO,918,-23.2817308,-46.7448996
FRANCISCO SA,200,-16.4777211,-43.4942587
FRANCISCO SANTOS,56,-6.9944754,-41.1345548
FRANCO DA ROCHA,1128,-23.3328038,-46.724446
FRECHEIRINHA,64,-3.7604431,-40.8151222
FREDERICO WESTPHALEN,424,-27.35711,-53.3964117
FREI INOCENCIO,64,-18.5651322,-41.9077144
FREI MARTINHO,72,-6.4033643,-36.4535139
FREI MIGUELINHO,44,-7.9433019,-35.920939
FRONTEIRAS,104,-7.088607,-40.6147253
FRUTAL,340,-20.0220064,-48.9280076
FRUTUOSO GOMES,28,-6.1585113,-37.8408614
GADO BRAVO,4,-7.5830516,-35.7914371
GALIA,180,-22.2936976,-49.5516228
GAMELEIRA,92,-8.579803,-35.384573
GANDU,132,-13.7448138,-39.4844732
GARANHUNS,1780,-8.8905889,-36.4930896
GARCA,1084,-22.2125766,-49.6547994
GARIBALDI,408,-29.2562253,-51.5269167
GARRAFAO DO NORTE,72,-1.9282256,-47.0513157
GASPAR,436,-26.9307306,-48.9566824
GAUCHA DO NORTE,68,-13.18136,-53.2543946
GAURAMA,120,-27.5879319,-52.0927073
GENERAL CARNEIRO,60,-26.422982,-51.3146691
GENERAL SALGADO,112,-20.6488139,-50.3608101
GENERAL SAMPAIO,52,-4.0517636,-39.4509271
GENTIO DO OURO,104,-11.4302137,-42.5063185
GETULINA,152,-21.7988557,-49.9288096
GETULIO VARGAS,312,-27.8871493,-52.2257967
GILBUES,36,-9.8295491,-45.3389933
GIRAU DO PONCIANO,192,-9.884041,-36.831592
GIRUA,196,-28.0299396,-54.3506855
GLORIA DE DOURADOS,44,-22.4173731,-54.2313391
GLORIA DO GOITA,92,-7.999959,-35.2866116
GODOY MOREIRA,40,-24.1925289,-51.9232662
GOIANA,608,-7.560603,-34.99591
GOIANAPOLIS,64,-16.5071038,-49.0213217
GOIANDIRA,136,-18.1355157,-48.087163
GOIANESIA,884,-15.3118269,-49.1162001
GOIANESIA DO PARA,96,-3.8380998,-49.0977992
GOIANIA,31499,-16.680882,-49.2532691
GOIANINHA,104,-6.2663538,-35.2092447
GOIANIRA,212,-16.5001973,-49.4254788
GOIAS,204,-15.9323662,-50.1392928
GOIATINS,64,-7.7132054,-47.3154841
GOIATUBA,628,-18.0154577,-49.3640591
GOIOERE,448,-24.1851885,-53.0250623
GONCALVES DIAS,116,-5.1532875,-44.2997071
GONGOGI,20,-14.3240248,-39.4665106
GOUVEIA,112,-18.4545728,-43.7415904
GOVERNADOR ARCHER,96,-5.023562,-44.2709924
GOVERNADOR DIX-SEPT ROSADO,48,-5.4577723,-37.5207493
GOVERNADOR EDISON LOBAO,134,-5.7456705,-47.363091
GOVERNADOR EUGENIO BARROS,140,-5.3200262,-44.2440583
GOVERNADOR JORGE TEIXEIRA,84,-10.6140224,-62.7326412
GOVERNADOR LUIZ ROCHA,80,-5.470776,-44.0720572
GOVERNADOR MANGABEIRA,8,-12.6038648,-39.0372154
GOVERNADOR NEWTON BELLO,100,-3.4285914,-45.6714297
GOVERNADOR NUNES FREIRE,824,-2.1303959,-45.8900498
GOVERNADOR VALADARES,2890,-18.8539497,-41.9458753
GRACA ARANHA,72,-5.4063519,-44.33271
GRAJAU,1124,-8.6409387,-41.7490453
GRAMADO,408,-29.3792858,-50.8737019
GRANDES RIOS,104,-24.1454626,-51.5063628
GRANITO,84,-7.7148722,-39.6160362
GRANJA,200,-3.1212057,-40.8284124
GRANJEIRO,100,-6.8889524,-39.2179315
GRAO MOGOL,200,-16.5634214,-42.8929185
GRAVATA,316,-12.6296415,-39.0273613
GRAVATAI,759,-29.9440222,-50.9930938
GROAIRAS,76,-3.9157768,-40.3855093
GROSSOS,52,-4.9843455,-37.1511253
GUABIJU,16,-28.5417413,-51.6910921
GUACUI,360,-20.7718645,-41.6754813
GUADALUPE,136,-22.8376208,-43.3751608
GUAIBA,256,-30.1130731,-51.329442
GUAIRA,516,-24.0851924,-54.2567519
GUAIRACA,64,-22.9352304,-52.6865101
GUAIUBA,80,-4.0412656,-38.6369079
GUAJARA,92,-0.95209,-47.998275
GUAJARA-MIRIM,472,-10.7804239,-65.3327825
GUAMARE,176,-5.1075611,-36.3195361
GUANAMBI,1248,-14.223066,-42.779943
GUANHAES,408,-18.7753627,-42.9340634
GUAPE,116,-20.7619937,-45.9176017
GUAPIMIRIM,648,-22.5266308,-42.9790687
GUAPIRAMA,16,-23.5164582,-50.0431538
GUAPORE,276,-28.8471928,-51.8907881
GUARA,210,-2.984718,-65.1205687
GUARABIRA,820,-6.8513982,-35.4915582
GUARACAI,92,-21.0322387,-51.2100464
GUARACIABA,220,-20.5718037,-43.0057078
GUARACIABA DO NORTE,168,-4.1632924,-40.7495985
GUARAI,256,-8.835429,-48.511432
GUARAMIRANGA,44,-4.2615779,-38.9340115
GUARAMIRIM,200,-26.4744805,-48.9981151
GUARANESIA,145,-21.3024827,-46.7956962
GUARANI DAS MISSOES,180,-28.1445277,-54.5570355
GUARANIACU,153,-25.10035,-52.867811
GUARANTA DO NORTE,244,-9.9517992,-54.9098178
GUARAPARI,464,-20.6718755,-40.4984617
GUARAPUAVA,1803,-25.3950986,-51.4622016
GUARAQUECABA,56,-25.2983566,-48.3290185
GUARARAPES,296,-21.2542739,-50.6440083
GUARAREMA,124,-23.4133724,-46.0379249
GUARATINGA,104,-16.5863011,-39.7810348
GUARATINGUETA,1436,-22.8057839,-45.1908926
GUARATUBA,128,-25.8806192,-48.5750905
GUARDA-MOR,70,-17.7698233,-47.0986827
GUARIBA,244,-21.35938,-48.23158
GUARUJA,2172,-23.9927768,-46.2558332
GUARUJA DO SUL,88,-26.3850268,-53.527794
GUARULHOS,9100,-23.4675941,-46.5277704
GUAXUPE,516,-21.3087615,-46.7190609
GUIA LOPES DA LAGUNA,104,-21.550264,-55.957065064598666
GUIMARAES,144,-2.127551,-44.60199
GUIRATINGA,97,-16.3457422,-53.7595097
GURINHATA,48,-19.2114486,-49.7840077
GURJAO,16,-7.2470565,-36.4862714
GURUPA,96,-1.1521167,-48.7985767
GURUPI,1172,-11.72794,-49.068046
HEITORAI,40,-15.7189859,-49.826826
HERCULANDIA,232,-22.004508,-50.3862746
HERVAL,136,-32.0260806,-53.3951333
HIDROLANDIA,248,-16.9671342,-49.22826
HIDROLINA,112,-14.722224,-49.4694448
HORIZONTE,200,-4.0964618,-38.4965574
HORIZONTINA,282,-27.627931,-54.3090256
HORTOLANDIA,392,-22.8620175,-47.2164219
HUMAITA,312,-27.5660564,-53.9719817
HUMBERTO DE CAMPOS,120,-2.598282,-43.464877
IACANGA,120,-21.8928341,-49.0226082
IACIARA,68,-14.1014906,-46.6343388
IACU,180,-12.7672074,-40.2106427
IATI,104,-9.0426669,-36.8466803
IBAITI,204,-23.8452962,-50.1905666
IBARETAMA,84,-4.8194345,-38.8208476
IBATE,108,-21.9554092,-47.9989614
IBATIBA,56,-20.2342792,-41.5082981
IBEMA,176,-25.1192916,-53.0071928
IBERTIOGA,96,-21.431111,-43.966111
IBIA,116,-16.0684135,-40.0951196
IBIAPINA,204,-3.9228792,-40.8890296
IBIARA,48,-7.4997862,-38.4034987
IBIASSUCE,136,-14.2713813,-42.2576112
IBICARAI,140,-14.8625311,-39.5890865
IBICUI,84,-14.84496,-39.987915
IBICUITINGA,28,-4.9751759,-38.6368754
IBIMIRIM,104,-8.5379259,-37.6941375
IBIPEBA,176,-11.6425335,-42.0083068
IBIPITANGA,56,-12.880435,-42.485568
IBIPORA,508,-23.2684137,-51.0475907
IBIRA,108,-21.0815104,-49.2424619
IBIRACI,48,-20.461944,-47.122223
IBIRAJUBA,80,-8.5795521,-36.178045
IBIRAMA,372,-27.0537021,-49.5190771
IBIRAPITANGA,120,-14.1615686,-39.369522
IBIRAPUA,92,-17.6883146,-40.1096283
IBIRATAIA,240,-14.0689024,-39.6394008
IBIRITE,400,-20.0214251,-44.0621506
IBIRUBA,191,-28.630161,-53.096124
IBITIARA,248,-12.6493766,-42.2172476
IBITINGA,461,-21.75623,-48.831903
IBITITA,200,-11.5461033,-41.9781838
IBIUNA,804,-23.6544825,-47.220856
IBOTIRAMA,332,-12.1829519,-43.2181138
ICAPUI,56,-4.7158474,-37.3535365
ICARA,444,-28.7116553,-49.2971441
ICATU,136,-2.772065,-44.050061
ICHU,88,-11.7486496,-39.1926411
ICO,412,-6.4003992,-38.8575946
IEPE,72,-22.660165,-51.077881
IGACI,56,-9.537678,-36.637191
IGAPORA,120,-13.7725318,-42.7168442
IGARACY,48,-7.1819802,-38.1487395
IGARAPAVA,176,-20.0411748,-47.7476682
IGARAPE DO MEIO,168,-3.6397814,-45.1872837
IGARAPE GRANDE,148,-4.6621855,-44.8546609
IGARAPE-ACU,188,-3.82805,-60.7805306
IGARAPE-MIRI,584,-1.9785213,-48.9634826
IGARASSU,860,-7.8354423,-34.9061125
IGARATA,32,-23.2063475,-46.156934
IGRAPIUNA,32,-13.8227115,-39.1419857
IGREJINHA,276,-29.569318,-50.791894
IGUAI,336,-14.752754,-40.089417
IGUARACI,64,-7.8352247,-37.5190066
IGUATAMA,72,-20.174445,-45.711111
IGUATEMI,152,-23.673555,-54.563731
IGUATU,1340,-6.361934,-39.2972233
IJUI,1672,-28.3878734,-53.9201692
ILHA DE ITAMARACA,12,-7.747664,-34.830319
ILHA SOLTEIRA,492,-20.4281001,-51.3410871
ILHABELA,188,-23.816628,-45.368685
ILHEUS,2791,-14.792599,-39.0453843
ILICINEA,160,-20.9390196,-45.8263558
ILOPOLIS,160,-28.92825,-52.125816
IMARUI,108,-28.3440491,-48.8151737
IMBITUBA,336,-28.241827,-48.6643444
IMPERATRIZ,4108,-5.5269279,-47.478115
INACIOLANDIA,64,-18.4864065,-49.9887805
INAJA,100,-1.957016,-56.891661
INDAIAL,556,-26.8901747,-49.2416736
INDAIATUBA,2020,-23.0908356,-47.2180677
INDEPENDENCIA,188,-27.8523717,-54.1909592
INDIANOPOLIS,64,-19.0391972,-47.9178436
INDIAPORA,144,-19.9802644,-50.2906035
INDIARA,208,-17.1387389,-49.9861621
INGAZEIRA,16,-7.6773108,-37.4598895
INHAMBUPE,200,-11.7921718,-38.3596957
INHANGAPI,80,-1.4283738,-47.9108608
INHAPIM,181,-19.5501834,-42.1209879
INHUMA,44,-6.6694502,-41.7096008
INHUMAS,458,-16.3610569,-49.500111
INOCENCIA,60,-19.7310751,-51.9307502
IPAMERI,558,-17.7215439,-48.158118
IPANEMA,364,-22.9839557,-43.2022163
IPANGUACU,24,-5.5090713,-36.8594421
IPAPORANGA,72,-4.903227,-40.760079
IPATINGA,2912,-19.4777807,-42.5270802
IPAUMIRIM,104,-6.7883197,-38.7172034
IPAUSSU,196,-23.0544285,-49.6264306
IPECAETA,36,-12.3158261,-39.306421
IPERO,60,-23.3508977,-47.687611
IPIAU,560,-14.1318211,-39.7373177
IPIRA,312,-27.4053188,-51.7734648
IPIRANGA,80,-25.0239759,-50.5854615
IPIRANGA DO PIAUI,76,-6.8240832,-41.7377279
IPIXUNA,106,-7.0502834,-71.691232
IPIXUNA DO PARA,280,-2.5592139,-47.4965462
IPOJUCA,80,-8.3980773,-35.0611068
IPORA,453,-16.4407981,-51.1181188
IPORA DO OESTE,136,-26.988409,-53.5344408
IPU,604,-4.3239824,-40.7097463
IPUA,200,-20.4441839,-48.012504
IPUBI,188,-7.6535334,-40.1494078
IPUEIRAS,188,-4.5427141,-40.7168461
IPUMIRIM,84,-27.0762287,-52.135736
IPUPIARA,96,-11.82207,-42.6111388
IRACEMA,152,-5.8106219,-38.3028294
IRACEMAPOLIS,12,-22.5869091,-47.5160966
IRAI,288,-27.1955392,-53.256791
IRAJUBA,116,-13.2525307,-40.0842042
IRAMAIA,64,-13.2937451,-40.9576036
IRANDUBA,160,-3.2758203,-60.1867429
IRANI,120,-27.0230476,-51.9010675
IRAQUARA,196,-12.2439075,-41.6169181
IRARA,116,-26.0874937,-49.9786531
IRATI,924,-25.469663,-50.649287
IRAUCUBA,100,-3.7466828,-39.7840904
IRECE,1141,-11.3034965,-41.8557929
IRETAMA,80,-24.4205941,-52.1013532
IRINEOPOLIS,88,-26.242006,-50.795687
IRITUIA,120,-1.7709543,-47.4399687
ISAIAS COELHO,80,-7.7359201,-41.6765311
ISRAELANDIA,32,-16.3165217,-50.9046315
ITA,144,-23.2102123,-45.8764544
ITABAIANA,852,-7.3299566,-35.3359995
ITABAIANINHA,132,-11.2760142,-37.78666
ITABELA,196,-16.5742292,-39.5619193
ITABERA,76,-23.8621345,-49.1398926
ITABERABA,1048,-12.524182,-40.305897
ITABERAI,270,-16.0205509,-49.8060341
ITABIRA,1170,-19.6190169,-43.226248
ITABIRINHA,84,-18.5711894,-41.2339862
ITABIRITO,288,-20.2519724,-43.8029171
ITABORAI,1389,-22.7496231,-42.8557428
ITABUNA,2808,-14.793173,-39.2750341
ITACAJA,112,-8.392935,-47.772615
ITACARAMBI,160,-15.1,-44.092222
ITACARE,248,-14.2779427,-38.9955683
ITACOATIARA,440,-3.1477898,-58.4461041
ITACURUBA,52,-8.7267879,-38.6868835
ITAETE,44,-12.9794728,-40.9661685
ITAGI,32,-14.1627902,-40.0069366
ITAGIBA,10,-14.2891521,-39.8452592
ITAGIMIRIM,84,-16.0875716,-39.6162932
ITAGUACU,60,-19.8032523,-40.8564458
ITAGUACU DA BAHIA,96,-11.0116542,-42.3984029
ITAGUAI,812,-22.8629597,-43.775322
ITAGUARA,180,-20.391389,-44.488055
ITAGUARU,40,-15.7613695,-49.6337242
ITAI,136,-23.4172598,-49.0935788
ITAIBA,204,-8.94675,-37.421188
ITAICABA,68,-4.68054,-37.8239968
ITAINOPOLIS,84,-7.4483425,-41.4796645
ITAIOPOLIS,52,-26.3391899,-49.9071983
ITAIPAVA DO GRAJAU,100,-5.1421474,-45.7878573
ITAIPE,56,-17.401944,-41.670278
ITAIPULANDIA,100,-25.1417007,-54.2980691
ITAITINGA,160,-3.965768,-38.529763
ITAITUBA,1692,-4.2625218,-55.9878139
ITAJA,104,-19.0673379,-51.5495141
ITAJAI,2152,-26.9046787,-48.6552979
ITAJOBI,200,-21.312294,-49.0596336
ITAJU DO COLONIA,48,-15.1440571,-39.7250323
ITAJUBA,900,-22.4238234,-45.4524156
ITAJUIPE,240,-14.6744381,-39.3759427
ITALVA,224,-21.4221815,-41.6912044
ITAMARAJU,344,-17.0340092,-39.5315525
ITAMARANDIBA,400,-17.8575,-42.859722
ITAMARATI,116,-6.4385189,-68.2437385
ITAMBACURI,340,-18.0391974,-41.6751876
ITAMBARACA,84,-23.0176678,-50.406887
ITAMBE,368,-15.2435245,-40.6269506
ITAMOGI,72,-21.0793213,-47.048612
ITAMONTE,188,-22.2830726,-44.8695785
ITANHAEM,728,-24.1848847,-46.7921572
ITANHANDU,200,-22.2957913,-44.9366732
ITANHEM,224,-17.1690851,-40.3283868
ITANHOMI,80,-19.171111,-41.864167
ITAOBIM,267,-16.5614934,-41.502275
ITAOCARA,320,-21.72892915,-42.0897293971536
ITAPACI,172,-14.9522349,-49.5511221
ITAPAGE,164,-3.674391,-39.590686
ITAPARICA,208,-12.8936023,-38.6798141
ITAPEBI,48,-15.9693064,-39.5316476
ITAPECERICA,196,-20.472778,-45.125556
ITAPECERICA DA SERRA,2580,-23.7176303,-46.8492435
ITAPECURU MIRIM,312,-3.3973569,-44.3560724
ITAPEMA,100,-27.09472,-48.6137778
ITAPEMIRIM,480,-21.0105534,-40.8351239
ITAPERUCU,148,-25.2212291,-49.3458394
ITAPERUNA,1852,-21.215815999999997,-41.87981301917493
ITAPETIM,100,-7.377426,-37.1888025
ITAPETINGA,516,-15.2454478,-40.2460053
ITAPETININGA,956,-23.588607,-48.048326
ITAPEVA,612,-23.9849105,-48.8803886
ITAPEVI,1830,-23.54888,-46.933889
ITAPICURU,228,-11.3094471,-38.2184391
ITAPIPOCA,884,-3.4960586,-39.5819197
ITAPIRA,3709,-22.436111,-46.821667
ITAPIRANGA,316,-27.1724236,-53.7118989
ITAPIRAPUA,92,-15.8204999,-50.6094341
ITAPISSUMA,24,-7.767983,-34.897136
ITAPITANGA,64,-14.4213865,-39.5664662
ITAPIUNA,60,-4.5654191,-38.9211537
ITAPOLIS,360,-21.5958368,-48.8122696
ITAPORA,92,-22.0799142,-54.7874239
ITAPORANGA,340,-23.7066252,-49.4895934
ITAPOROROCA,72,-6.8283007,-35.244782
ITAPUA DO OESTE,78,-9.189646,-63.1910097
ITAPUI,140,-22.2346755,-48.7189744
ITAPURANGA,364,-15.5605889,-49.9489571
ITAQUAQUECETUBA,1104,-23.4754492,-46.3514033
ITAQUARA,80,-13.4464331,-39.9384891
ITAQUI,284,-29.1222037,-56.5551258
ITAQUIRAI,112,-23.4801914,-54.1833692
ITAQUITINGA,56,-7.6642569,-35.1023615
ITARANA,156,-19.8748185,-40.8762716
ITARANTIM,120,-15.654591,-40.0601332
ITARARE,320,-24.1145368,-49.3352464
ITAREMA,192,-2.9224684,-39.9152184
ITARUMA,80,-18.7645529,-51.348516
ITATIAIA,144,-22.4955278,-44.5633108
ITATIBA,560,-23.0055542,-46.8397726
ITATIBA DO SUL,40,-27.3859383,-52.4559831
ITATIM,56,-12.7073174,-39.6974476
ITATINGA,56,-23.1042417,-48.6134874
ITAU,60,-23.4814501,-47.473574299999996
ITAU DE MINAS,160,-20.739722,-46.752222
ITAUBA,64,-3.6102693,-64.3269935
ITAUCU,72,-16.2035995,-49.6059971
ITAUEIRA,104,-7.5991089,-43.0278778
ITAUNA,558,-20.075556,-44.576389
ITAUNA DO SUL,68,-22.7302304,-52.8854393
ITINGA,1,-16.6066757,-41.7702077
ITINGA DO MARANHAO,304,-4.452925,-47.5253727
ITIQUIRA,148,-17.2033274,-54.1446924
ITIRAPINA,52,-22.2536514,-47.8212546
ITIRUCU,340,-13.5338389,-40.1502444
ITIUBA,160,-10.6917496,-39.8532886
ITORORO,164,-15.1179764,-40.0680738
ITU,2228,-23.2637798,-47.2998462
ITUACU,112,-13.815529,-41.2981722
ITUBERA,132,-13.7360764,-39.1481058
ITUIUTABA,1032,-18.9691887,-49.4639335
ITUMBIARA,1548,-18.4135862,-49.2172596
ITUPEVA,352,-23.1531055,-47.0580347
ITUPIRANGA,212,-5.1337224,-49.3321988
ITUPORANGA,280,-27.4096219,-49.6014812
ITURAMA,296,-19.7272733,-50.193488
ITUVERAVA,528,-20.3366604,-47.7797924
IUIU,56,-14.4113008,-43.5508641
IUNA,260,-16.3815527,-46.9116957
IVAI,68,-25.0069795,-50.8568896
IVAIPORA,1060,-24.2433517,-51.6719268
IVINHEMA,132,-22.302254,-53.8276006
IVOLANDIA,64,-16.6050122,-50.792374
IVORA,55,-29.5196814,-53.5804505
IVOTI,216,-29.5934057,-51.1599403
JABOATAO DOS GUARARAPES,2558,-8.1752476,-34.9468716
JABORANDI,192,-20.6921079,-48.4144076
JABOTI,72,-23.7419073,-50.0752639
JABOTICABA,208,-27.6311203,-53.2794089
JABOTICABAL,992,-21.252037,-48.325223
JABOTICATUBAS,128,-19.521667,-43.745277
JACANA,8,-6.4290483,-36.2035537
JACARACI,120,-14.8457532,-42.4328959
JACAREACANGA,128,-6.2196518,-57.758625
JACAREI,1789,-23.3050682,-45.9723075
JACAREZINHO,504,-23.1590428,-49.9739664
JACI,864,-20.8844434,-49.5710544
JACIARA,232,-15.9520115,-54.9762106
JACINTO,198,-16.1460987,-40.2948032
JACINTO MACHADO,184,-28.999338,-49.7603204
JACOBINA,480,-11.1851561,-40.5112434
JACUI,48,-21.0169567,-46.7458301
JACUNDA,434,-4.446173,-49.115272
JACUTINGA,148,-22.285833,-46.612222
JAGUAPITA,116,-23.1102516,-51.5327741
JAGUAQUARA,484,-13.5294974,-39.9693081
JAGUARAO,300,-32.5662724,-53.3765705
JAGUARARI,128,-10.2575875,-40.1944363
JAGUARE,88,-18.9058375,-40.0710964
JAGUARETAMA,103,-5.6092417,-38.7630077
JAGUARI,208,-29.4980313,-54.6919404
JAGUARIAIVA,284,-24.2589699,-49.7201518
JAGUARIBARA,108,-5.454494,-38.4679295
JAGUARIBE,192,-5.8854585,-38.6212957
JAGUARIUNA,408,-22.70374,-46.985062
JAGUARUANA,152,-4.831508,-37.780997
JAGUARUNA,204,-28.6237365,-49.0288664
JAIBA,108,-15.3373744,-43.6734439
JAICOS,112,-7.3584791,-41.1446059
JALES,712,-20.2671767,-50.5492435
JANAUBA,792,-15.809176,-43.2991394
JANDAIA,56,-17.0479665,-50.1475485
JANDAIA DO SUL,1452,-23.6003907,-51.645674
JANDAIRA,12,-11.5628009,-37.7820255
JANDUIS,72,-5.5752944,-36.9225002
JANUARIA,284,-15.4875,-44.361111
JANUARIO CICCO,52,-6.158053,-35.602085
JAPERI,120,-22.6427642,-43.6533831
JAPI,4,-6.4634348,-35.9456879
JAPOATA,88,-10.3467864,-36.799878
JAPURA,156,-7.1781505,-71.8538963
JAQUEIRA,128,-8.7276422,-35.7948925
JAQUIRANA,36,-28.8836757,-50.3580098
JARAGUA,336,-26.4897432,-49.0778063
JARAGUA DO SUL,1672,-26.4897432,-49.0778063
JARDIM,372,-21.479941,-56.148902
JARDIM ALEGRE,92,-24.1795192,-51.6927177
JARDIM DE ANGICOS,12,-5.6520662,-35.9699312
JARDIM DE PIRANHAS,100,-6.3796347,-37.3495566
JARDIM DO SERIDO,128,-6.59043,-36.7736039
JARINU,120,-23.0949649,-46.7148565
JARU,440,-10.431826,-62.478769
JATAI,827,-17.8783829,-51.7204241
JATAUBA,76,-7.9860545,-36.4980118
JATEI,84,-22.4815624,-54.307006
JATI,132,-7.6894344,-39.006074
JATOBA,156,3.9795392,-60.2027299
JAU,3940,-22.293585,-48.559193
JAUPACI,40,-16.1841736,-50.9522616
JAURU,152,-15.3407762,-58.8683137
JECEABA,112,-20.5353816,-43.983346
JENIPAPO DOS VIEIRAS,80,-5.3679814,-45.6348267
JEQUIE,2994,-13.8604033,-40.0719627
JEQUITINHONHA,232,-16.4335098,-41.0035557
JEREMOABO,124,-10.0754917,-38.3476326
JERICO,48,-6.5531817,-37.8078194
JERONIMO MONTEIRO,200,-20.7881687,-41.3920954
JERUMENHA,28,-7.0880338,-43.5078454
JESUITAS,136,-24.3807263,-53.3855699
JI-PARANA,1760,-10.8778148,-61.9277854
JIJOCA DE JERICOACOARA,112,-2.8986278,-40.4506081
JIQUIRICA,120,-13.255353,-39.5693044
JITAUNA,56,-14.017019,-39.8889976
JOACABA,1073,-27.1737204,-51.5065214
JOAIMA,132,-16.6560173,-41.0229084
JOANOPOLIS,44,-22.930004,-46.275208
JOAO ALFREDO,132,-7.8608755,-35.591575
JOAO CAMARA,134,-5.5349637,-35.8150811
JOAO DIAS,10,-6.2754366,-37.7951805
JOAO DOURADO,128,-11.3483643,-41.6626509
JOAO LISBOA,256,-5.44363,-47.406388
JOAO MONLEVADE,544,-19.809444,-43.173334
JOAO NEIVA,204,-19.7570307,-40.3856633
JOAO PESSOA,15566,-7.1215981,-34.882028
JOAO PINHEIRO,304,-17.742777,-46.175278
JOAQUIM GOMES,200,-9.1372894,-35.7518862
JOAQUIM NABUCO,56,-8.6233192,-35.5264107
JOAQUIM PIRES,68,-3.5083129,-42.1925425
JOAQUIM TAVORA,124,-23.4999724,-49.9232545
JOCA MARQUES,24,-3.4986388,-42.4317729
JOINVILLE,5730,-26.3044898,-48.8486726
JORDANIA,108,-15.8989202,-40.1787062
JORDAO,40,-9.1905396,-71.9484803
JOSE BOITEUX,4,-26.962072,-49.6262509
JOSE BONIFACIO,268,-27.6350709,-52.2738654
JOSE DA PENHA,40,-6.3188,-38.2853568
JOSE DE FREITAS,96,-4.7578357,-42.5763777
JOSELANDIA,88,-4.9860047,-44.696953
JOVIANIA,72,-17.8063651,-49.623645
JUARA,276,-11.2535587,-57.5080072
JUAZEIRINHO,72,-7.0688282,-36.5803059
JUAZEIRO,2496,-9.4336959,-40.5068201
JUAZEIRO DO NORTE,2769,-7.2153453,-39.3153336
JUCAS,204,-6.5224934,-39.5247183
JUCATI,24,-8.7065829,-36.4870496
JUCURUCU,100,-16.8431219,-40.1583979
JUCURUTU,196,-6.0343518,-37.0186249
JUINA,500,-11.4230908,-58.7570212
JUIZ DE FORA,11499,-21.7609533,-43.3501129
JULIO DE CASTILHOS,268,-29.2286575,-53.6825217
JUNCO DO MARANHAO,16,-1.8799132,-46.0726685
JUNCO DO SERIDO,48,-6.991929,-36.7137661
JUNDIAI,4684,-23.1887668,-46.884506
JUNDIAI DO SUL,56,-23.4369861,-50.2478173
JUNQUEIRO,144,-9.9201549,-36.474737
JUNQUEIROPOLIS,184,-21.5109531,-51.4351505
JUPI,68,-8.7114677,-36.417448
JUQUITIBA,4,-23.932346,-47.0714217
JUREMA,160,-8.7189103,-36.137365
JURIPIRANGA,48,-7.3743307,-35.2396
JURU,64,-7.5375089,-37.8192275
JURUA,80,-3.4746666,-66.0622335
JURUAIA,56,-21.252778,-46.577223
JURUENA,76,-10.3282716,-58.4968918
JURUTI,400,-2.1571381,-56.0900977
JUSCIMEIRA,60,-16.0517819,-54.8893514
JUSSARA,376,-15.874813,-50.867431
JUSSARI,148,-15.1882453,-39.493597
JUSSIAPE,72,-13.5176017,-41.5919452
JUTAI,104,-1.4009878,-57.9353926
JUTI,36,-22.8611994,-54.604793
KALORE,92,-23.8242643,-51.6683666
LABREA,240,-7.2613683,-64.7924505
LADAINHA,96,-17.6265078,-41.7385789
LADARIO,40,-19.0036585,-57.6028285
LAGAMAR,40,-18.1789844,-46.8077038
LAGARTO,916,-10.9141791,-37.6715308
LAGES,2380,-27.8165664,-50.325883
LAGO DA PEDRA,734,-4.5627272,-45.1298628
LAGO DO JUNCO,80,-4.6070838,-45.0530093
LAGO DOS RODRIGUES,80,-4.6119168,-44.9800419
LAGO VERDE,180,-4.042525,-44.9364782
LAGOA ALEGRE,40,-4.5134956,-42.6234811
LAGOA D'ANTA,40,-6.394926,-35.594904
LAGOA DA CANOA,12,-9.8294012,-36.7395617
